ship_to_state,vaccine_distribution_phase,order_number,order_date,supplier_name,manufacturer_name,expiration_date,batch_number
ac,fase19,350923,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,
ac,fase2,339681,,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-13 00:00:00,
ac,fase20,350996,2021-05-07 00:00:00,PFIZER EXPORT B. V,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,
ac,fase21,351459,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210212
ac,fase21,351459,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-02 00:00:00,214VCDOS5SSW
ac,fase22,,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ac,fase3,339773,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200278
ac,fase4,340323,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN |,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,
ac,fase4,340827,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,
ac,fase5,342800,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ o .,2021-06-04 00:00:00,41202025
ac,fase5,342750,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210038
ac,fase6,343573,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN |,2022-02-28 00:00:00,210040
ac,fase7,344250,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN .,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210044
ac,fase8,344866,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN |,,210052A
ac,fase9,345342,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210077 |
ac,fase9,345342,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210061
ac,fase9,345307,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-08-10 00:00:00,
al,fase1,339094,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-09-28 00:00:00,202009013
al,fase10,346133,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,2021-05-31 00:00:00,CTMAV505
al,fase10,346211,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210090
al,fase11,346727,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210110
al,fase11,346719,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS ” - óm,2021-09-03 00:00:00,213VCDO01W
al,fase12,347412,2021-04-07 00:00:00,,! FUNDAÇÃO BUTANTAN,,
al,fase12,347438,2021-04-07 00:00:00,,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ.,,
al,fase13,348313,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,2021-09-12 00:00:00,
al,fase13,348266,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
al,fase14,349134,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
al,fase14,349127,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS.,2021-09-18 00:00:00,213VCDO09VA
al,fase15,349724,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,.
al,fase15,349695,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
al,fase16,350031,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN | ',2022-03-31 00:00:00,210150
al,fase17,350089,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-02 00:00:00,214VCDO52W
al,fase17,350117,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV f,2021-08-31 00:00:00,
al,fase18,350633,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABW4735
al,fase19,350936,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,"FUNDAÇÃO BUTANTAN """,,
al,fase2,339698,,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
al,fase20,351008,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,EX2405
al,fase20,351008,2021-05-07 00:00:00,PFIZER EXPORT B.V,s PERER MANUIARSEISTANS e R o ——,2021-08-31 00:00:00,EX2405
al,fase21,351483,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN | |,2022-04-30 00:00:00,210216
al,fase21,351483,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-12 00:00:00,214VCDO81Z
al,fase22,516738,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
al,fase3,339794,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200280
al,fase4,340343,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,
al,fase4,340839,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
al,fase5,342812,2021-02-24 00:00:00,FUNDAÇÃO BUTANTAN,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,,
al,fase6,343586,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210041
al,fase7,344273,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210050
al,fase8,344893,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
al,fase9,345356,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210080
al,fase9,345319,,FIDCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
am,fase1,339083,2021-01-17 00:00:00,,FUNDAÇÃO BUTANTAN,,
am,fase1,339083,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-21 00:00:00,202010031
am,fase1,339083,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-21 00:00:00,202010031
am,fase10,346119,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,2021-04-30 00:00:00,CTMAVS5O01
am,fase10,346200,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
am,fase11,346700,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210110
am,fase11,346704,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-04 00:00:00,213VCDO0O02W
am,fase12,347401,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
am,fase12,347427,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,,
am,fase13,348302,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,,
am,fase13,348275,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210141
am,fase14,349111,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
am,fase14,349106,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-17 00:00:00,213VCDO08VA
am,fase15,349707,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210149
am,fase15,349684,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS e —,,
am,fase16,350018,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
am,fase17,350078,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
am,fase17,350106,,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,EX2405
am,fase18,350616,2021-05-05 00:00:00,"ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL "" s : CÃ | 25790 18:5000000000 1.255.27200",ASTRAZENECA AB End. CÂMARA FRIA - SP Qt. Recolher 5.790 Dt. Validade 31/07/2021 Lote —— ABWA731,,
am,fase2,339751,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,
am,fase20,350997,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM Nv,2021-08-31 00:00:00,
am,fase21,351461,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210213
am,fase21,351461,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-08 00:00:00,214VCDO70W
am,fase22,351656,2021-05-13 00:00:00,,FUNDAÇÃO BUTANTAN ' ATFFF E I F FA A FTFAIAFAT AA AAAA,,
am,fase3,339775,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,
am,fase4,340324,2021-01-29 00:00:00,,FUNDAÇÃO BUTANTAN,,
am,fase4,340828,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,210018A
am,fase5,342752,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
am,fase5,342801,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,,
am,fase7,344251,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
am,fase8,344867,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
am,fase9,345343,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210077
am,fase9,345308,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-08-10 00:00:00,
ap,fase1,339086,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-27 00:00:00,202010040
ap,fase1,339086,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-16 00:00:00,202010028
ap,fase10,346124,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,2021-04-30 00:00:00,CTMAVS501
ap,fase10,346203,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210089 e
ap,fase10,346203,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
ap,fase11,346707,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210110
ap,fase11,346710,,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
ap,fase12,347404,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,-  FUNDAÇÃO BUTANTAN,,
ap,fase12,347430,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-09-05 00:00:00,213VCDO03W
ap,fase13,348305,,BIO-MANGUINHOS,BIO-MANGUINHOS,2021-09-11 00:00:00,213VCDO10W
ap,fase13,348278,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210139
ap,fase14,349116,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN é,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
ap,fase14,349112,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-17 00:00:00,213VCDO08VA
ap,fase15,349715,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN ',FUNDAÇÃO BUTANTAN,,
ap,fase15,349687,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
ap,fase16,350021,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210150
ap,fase17,350081,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-27 00:00:00,213VCDO042Z
ap,fase17,350109,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,,
ap,fase18,350621,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABWA4731
ap,fase19,350927,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN tE a,2022-04-30 00:00:00,210209
ap,fase2,339752,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,412072005
ap,fase20,351000,2021-05-07 00:00:00,PFIZER EXPORT B.v,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,
ap,fase21,351467,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,214VCDO79W
ap,fase22,351662,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210220
ap,fase3,339780,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200278
ap,fase4,340328,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,210012
ap,fase4,340831,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN :,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,210016
ap,fase5,342759,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210038
ap,fase5,342804,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-06-04 00:00:00,41207025
ap,fase6,343577,2021-03-02 00:00:00,FUNDAÇ-ÃG BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210040
ap,fase7,344254,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
ap,fase7,344254,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
ap,fase8,344871,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210052A
ap,fase9,345346,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN UU — — — —,,210077
ap,fase9,-2,,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
ba,fase1,339096,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-16 00:00:00,202010027
ba,fase1,339096,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-09-28 00:00:00,202009014
ba,fase10,346135,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENEÇA AB —,2021-05-31 00:00:00,CTMAV5SO6
ba,fase10,346213,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210093
ba,fase11,346730,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ba,fase11,346730,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ba,fase11,346723,,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-03 00:00:00,213VCDO01W
ba,fase13,348315,2021-04-14 00:00:00,FIOCRUZ - FUNDAÇÃO OSWAIL DO CRUZ,BIO-MANGUINHOS,2021-09-15 00:00:00,218VCDO18Z7
ba,fase13,348288,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210142
ba,fase14,349137,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210148
ba,fase14,349131,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-19 00:00:00,213VCDO10VA
ba,fase15,349726,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN “,2022-03-31 00:00:00,210149
ba,fase15,349697,2021-04-28 00:00:00,FIOORUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-26 00:00:00,213vCD0397
ba,fase16,350033,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210150
ba,fase17,350091,,FIOCRUZ - FUNDAÇAO OSWALDO CRUZ End: CÂMARA FRIA - SP Ot. Recolher: 71.898 Dt. Validade: 10/10/2021,BIO-MANGUINHOS,2021-10-10 00:00:00,
ba,fase17,350091,,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-28 00:00:00,214VCDO45Z
ba,fase17,350119,,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,,
ba,fase18,350636,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,,
ba,fase19,350938,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,
ba,fase2,339732,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,41207005
ba,fase20,351010,,PEIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,EX2405
ba,fase21,351482,2021-05-11 00:00:00,FUN DAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210216
ba,fase21,351482,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS 51,2021-10-16 00:00:00,214VCDO08STZ
ba,fase21,351482,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-15 00:00:00,214VCDO84W
ba,fase22,351664,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210220
ba,fase3,339797,2021-01-23 00:00:00,,FUNDAÇÃO BUTANTAN,,
ba,fase4,340347,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN NNN | —,,
ba,fase4,340842,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN *,2021-11-30 00:00:00,
ba,fase4,340842,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,
ba,fase4,340842,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,
ba,fase4,340842,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,
ba,fase5,342783,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN .  | —,2022-02-28 00:00:00,210€
ba,fase5,342814,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ “,2021-06-22 00:00:00,41207026
ba,fase7,344275,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210054
ba,fase7,344275,2021-03-08 00:00:00,FUNDAÇAÃO BUTANTAN,FUNDAÇÃO BUTANTAN _ i i o,2022-02-28 00:00:00,210053
ba,fase8,344888,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN o,,
ba,fase9,345358,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210081
ba,fase9,345321,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANSGUINHOS,2027-08-21 00:00:00,
ce,fase1,339090,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-24 00:00:00,202010034
ce,fase1,339090,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-09-28 00:00:00,202009014
ce,fase10,346207,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210090
ce,fase10,346129,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,2021-05-31 00:00:00,CTMAV505
ce,fase11,346722,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210118
ce,fase11,346715,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-03 00:00:00,213VCDO01W
ce,fase12,347408,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210133
ce,fase12,347434,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-09-05 00:00:00,213VCDO04W
ce,fase13,348309,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,2021-09-12 00:00:00,
ce,fase13,482682,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210141
ce,fase14,349126,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
ce,fase14,349119,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-18 00:00:00,213VCDO09VA
